iter	Logloss
219	0.0006199891172
220	0.0006199772107
221	0.0006199772107
222	0.0006199668648
223	0.0006199668648
224	0.0006199668648
225	0.000619959929
226	0.000619951895
227	0.0006199542069
228	0.0006199491207
229	0.0006199416069
230	0.0006199388325
231	0.0006199257123
232	0.0006119737475
233	0.0006119666961
234	0.0006119401666
235	0.0006119505703
236	0.0006119169894
237	0.0006119217289
238	0.0006119051986
239	0.000611912539
240	0.0006119030022
241	0.000611897627
242	0.0006118905178
243	0.0006118905178
244	0.0006118951416
245	0.0006118860673
246	0.0006051049829
247	0.0006051049829
248	0.0005977825007
249	0.0005977779924
250	0.0005927846711
251	0.0005927795848
252	0.0005857430892
253	0.0005857404883
254	0.0005857486379
255	0.0005857395057
256	0.0005857386965
257	0.0005857352286
258	0.0005857352286
259	0.0005857361534
260	0.000585721357
261	0.0005857237268
262	0.0005857288708
263	0.0005857333213
264	0.0005857333213
265	0.0005857107799
266	0.0005856443117
267	0.0005856410172
268	0.0005856157015
269	0.0005856363933
270	0.0005856258162
271	0.0005856263364
272	0.0005856051822
273	0.0005856229841
274	0.0005856174933
275	0.0005855920619
276	0.0005856094593
277	0.0005785447002
278	0.000571941057
279	0.0005719241221
280	0.0005719241221
281	0.0005719238909
282	0.0005719225615
283	0.0005719337744
284	0.0005719084587
285	0.0005719279946
286	0.0005719104239
287	0.0005718944137
288	0.0005719021009
289	0.0005718944137
290	0.0005718923908
291	0.0005718875357
292	0.0005718893274
293	0.0005718911192
294	0.0005718992688
295	0.0005718931999
296	0.0005655731158
297	0.0005655632901
298	0.000565558146
299	0.0005655483203
300	0.0005655370496
301	0.0005655376854
302	0.0005655353734
303	0.0005655227734
304	0.0005655301716
305	0.0005655311541
306	0.0005655036999
307	0.0005588472289
308	0.0005588600024
309	0.0005588570546
310	0.0005588553785
311	0.0005588326059
312	0.0005588442812
313	0.0005588417959
314	0.0005588253811
315	0.0005588124343
316	0.0005530803913
317	0.0005530587747
318	0.0005530642655
319	0.000545929686
320	0.0005459247153
321	0.0005459280098
322	0.0005459217098
323	0.0005401193261
324	0.0005401196729
325	0.0005400932012
326	0.0005400917563
327	0.0005401039517
328	0.0005400989233
329	0.0005400920453
330	0.0005400912939
331	0.0005401050499
332	0.0005401042407
333	0.0005400956866
334	0.0005400923343
335	0.0005400862654
336	0.0005400770177
337	0.000540067192
338	0.000540067192
339	0.0005400512396
340	0.0005400685213
341	0.0005324156055
342	0.0005324309799
343	0.0005324182643
344	0.0005324230037
345	0.0005324135826
346	0.0005324282056
347	0.0005259792888
348	0.0005259765144
349	0.0005259765144
350	0.0005259790576
351	0.0005259606777
352	0.0005259690006
353	0.0005259654171
354	0.000525956574
355	0.0005259548978
356	0.0005259468638
357	0.00052594224
358	0.000525932761
359	0.0005259372115
360	0.0005259278482
361	0.0005259151325
362	0.0005259206812
363	0.0005259112022
364	0.0005259112022
365	0.0005259112022
366	0.0005259112022
367	0.0005259079655
368	0.0005259021857
369	0.0005258962902
370	0.0005258988334
371	0.0005258940939
372	0.0005258853663
373	0.0005258809158
374	0.0005258836902
375	0.0005258766388
376	0.0005258492423
377	0.0005258382606
378	0.0005258382606
379	0.0005258367578
380	0.0005258367578
381	0.000525832712
382	0.0005258377982
383	0.0005258443294
384	0.0005258383762
385	0.0005258339835
386	0.0005258207477
387	0.0005258273945
388	0.0005258230018
389	0.0005258169908
390	0.0005258246202
391	0.0005191083278
392	0.0005191118535
393	0.0005190954966
394	0.0005190972883
395	0.0005190972883
396	0.0005190966526
397	0.0005190922599
398	0.0005191053223
399	0.0005190900635
400	0.0005190791396
401	0.0005190791396
402	0.0005190875782
403	0.0005190875782
404	0.0005190875782
405	0.0005190782727
406	0.0005190770589
407	0.0005190770589
408	0.0005190770589
409	0.0005190593148
410	0.000519064401
411	0.000519064401
412	0.0005190682157
413	0.0005190682157
414	0.0005190722616
415	0.0005190728974
416	0.0005190524368
417	0.0005190420908
418	0.0005190468303
419	0.0005190507606
420	0.0005190387385
421	0.0005190439404
422	0.000519052957
423	0.000519052957
424	0.0005190420331
425	0.0005190344037
426	0.0005190267743
427	0.000519037178
428	0.000519015099
429	0.0005190247513
430	0.0005190262541
431	0.0005190172953
432	0.0005190157348
433	0.0005190141164
434	0.0005190048109
435	0.0005190048109
436	0.0005190119201
437	0.0005136016987
438	0.0005136016987
439	0.0005136004849
440	0.0005136001381
441	0.0005136155125
442	0.0005136155125
443	0.0005136071895
444	0.0005136028547
445	0.0005135908904
446	0.0005135908904
447	0.0005135996758
448	0.0005135913528
449	0.000513583261
450	0.000513583261
451	0.0005135774812
452	0.000513576672
453	0.0005135778279
454	0.0005135857463
455	0.000513569505
456	0.0005135774234
457	0.0005135663839
458	0.0005135714701
459	0.0005135701986
460	0.0005135495067
461	0.0005135495067
462	0.0005135404902
463	0.000513554882
464	0.0005084397215
465	0.0005084271793
466	0.0005084115159
467	0.0005084087416
468	0.0005084151572
469	0.0005084167756
470	0.0005084167756
471	0.0005084167756
472	0.0005084209371
473	0.0005016375986
474	0.000493660607
475	0.000493660029
476	0.0004936564455
477	0.0004936564455
478	0.0004936663291
479	0.0004936618786
480	0.0004936454638
481	0.0004936612428
482	0.0004936380078
483	0.0004936470822
484	0.0004936329216
485	0.0004936443657
486	0.0004936280665
487	0.0004936247142
488	0.0004936247142
489	0.0004936340197
490	0.0004936340197
491	0.0004936208417
492	0.0004936208417
493	0.0004936176628
494	0.0004936151775
495	0.0004936151775
496	0.0004856033913
497	0.0004856033913
498	0.0004856021197
499	0.0004855841444
500	0.0004855848958
501	0.0004855939123
502	0.0004855939123
503	0.0004855832774
504	0.0004855816013
505	0.0004855816013
506	0.0004855824682
507	0.0004801717556
508	0.0004741685802
509	0.0004741556333
510	0.0004741591879
511	0.0004741515296
512	0.0004741584944
513	0.000474146559
514	0.0004741425131
515	0.0004741413571
516	0.0004741413571
517	0.0004741413571
518	0.0004741447383
519	0.0004741407791
520	0.0004741196538
521	0.0004687022654
522	0.000468691197
523	0.000468684319
524	0.000468684319
525	0.0004686951273
526	0.0004686951273
527	0.0004686795507
528	0.0004686883938
529	0.0004686655634
530	0.0004686835965
531	0.0004614211669
532	0.0004543985718
533	0.0004543891218
534	0.0004543768685
535	0.0004543901044
536	0.000454386203
537	0.0004543774176
538	0.0004543904801
539	0.0004543662336
540	0.0004543694414
541	0.000454373574
542	0.0004543623033
543	0.0004543501657
544	0.0004543702795
545	0.0004543664359
546	0.0004543488363
547	0.0004543533446
548	0.0004543511482
549	0.0004543539226
550	0.0004543384904
551	0.0004543314101
552	0.0004543303119
553	0.0004543178563
554	0.0004543156311
555	0.0004543168449
556	0.0004543168449
557	0.0004543115563
558	0.0004543106893
559	0.0004542997943
560	0.0004543106893
561	0.0004543038402
562	0.0004543005168
563	0.0004543051696
564	0.0004543051696
565	0.000454295864
566	0.000454295864
567	0.0004542717332
568	0.0004542717332
569	0.0004542778598
570	0.000454286703
571	0.0004542824548
572	0.0004542620231
573	0.0004542845066
574	0.0004542607804
575	0.0004542607226
576	0.0004542607226
577	0.0004542655488
578	0.0004542572547
579	0.0004542510703
580	0.0004542423427
581	0.0004542332105
582	0.0004542332105
583	0.000454238528
584	0.000454238528
585	0.0004542255812
586	0.0004542092531
587	0.0004542124898
588	0.000454206421
589	0.0004542032999
590	0.0004542056407
591	0.000454204976
592	0.000454204976
593	0.000454204976
594	0.0004542022017
595	0.0004541907865
596	0.0004541907865
597	0.0004541811053
598	0.0004541872608
599	0.00045418492
600	0.0004541703548
601	0.0004541737649
602	0.0004541737649
603	0.0004541737649
604	0.0004541729846
605	0.0004541729846
606	0.0004541508478
607	0.0004541548648
608	0.0004541414267
609	0.0004541464551
610	0.0004541315142
611	0.0004541315142
612	0.0004541400684
613	0.0004541310518
614	0.0004541369762
615	0.0004541379298
616	0.000454134433
617	0.0004541317743
618	0.000454114955
619	0.000454118972
620	0.0004541207059
621	0.0004541068343
622	0.0004541068343
623	0.0004541099843
624	0.0004541099843
625	0.0004541141169
626	0.000454107788
627	0.0004540893792
628	0.0004540893792
629	0.0004541032797
630	0.0004540953324
631	0.0004540953324
632	0.0004540903328
633	0.0004540791488
634	0.0004540844952
635	0.0004540844952
636	0.0004540856801
637	0.000454064757
638	0.0004540602777
639	0.0004540602777
640	0.0004540631098
641	0.0004540631098
642	0.0004540641791
643	0.0004540617515
644	0.0004540555671
645	0.0004540508565
646	0.0004540586304
647	0.0004540594107
648	0.0004540400771
649	0.0004540383432
650	0.0004540433138
651	0.0004540185183
652	0.0004540185183
653	0.0004540238936
654	0.0004540238936
655	0.0004540238936
656	0.0004540238936
657	0.0004540249339
658	0.0004540277083
659	0.0004540277083
660	0.0004540274193
661	0.0004540124495
662	0.0004540125651
663	0.0004539947054
664	0.0004540136054
665	0.0004539993292
666	0.0004539882897
667	0.0004539912663
668	0.000453987076
669	0.0004539909485
670	0.0004539868448
671	0.0004539868448
672	0.0004539868448
673	0.0004539868448
674	0.0004539741869
675	0.0004539732043
676	0.0004539883764
677	0.0004539669621
678	0.0004539669621
679	0.0004539716727
680	0.0004539701988
681	0.0004539701988
682	0.0004539701988
683	0.0004539701988
684	0.0004539701988
685	0.0004539701988
686	0.0004539701988
687	0.0004539620492
688	0.0004539620492
689	0.0004539559804
690	0.0004539559804
691	0.0004539488134
692	0.0004539488134
693	0.0004539355776
694	0.0004539400569
695	0.0004539426001
696	0.0004539398547
697	0.0004539398547
698	0.0004539184981
699	0.0004539313583
700	0.0004539251161
701	0.0004539251161
702	0.0004539106664
703	0.0004539106664
704	0.0004539075164
705	0.0004539060715
706	0.0004538997136
707	0.0004538930379
708	0.0004538954077
709	0.0004539007829
710	0.0004538854952
711	0.0004538854952
712	0.0004538961012
713	0.0004538843682
714	0.0004538843682
715	0.0004538683002
716	0.00045387408
717	0.0004538542841
718	0.0004538542841
719	0.000453867491
720	0.000453867491
721	0.000453867491
722	0.0004538581277
723	0.0004538572318
724	0.0004538572318
725	0.0004538609598
726	0.0004538560469
727	0.0004538560469
728	0.0004538398923
729	0.0004538398923
730	0.0004538367423
731	0.0004538367423
732	0.0004538357019
733	0.0004538337078
734	0.0004538402391
735	0.0004538180445
736	0.0004538246913
737	0.0004538246913
738	0.0004538246913
739	0.0004538155591
740	0.0004538046641
741	0.0004538046641
742	0.0004538057045
743	0.0004538098082
744	0.0004537923531
745	0.0004537994334
746	0.0004537994334
747	0.0004537994334
748	0.0004537994334
749	0.0004538113399
750	0.0004538113399
751	0.0004537861397
752	0.000453780909
753	0.0004537761117
754	0.000453772586
755	0.0004537836255
756	0.0004537707943
757	0.0004537707943
758	0.0004537857641
759	0.0004537857641
760	0.0004537678465
761	0.0004537678465
762	0.0004537678465
763	0.0004537580497
764	0.0004537653612
765	0.0004537676442
766	0.0004537492355
767	0.000453744207
768	0.0004537296996
769	0.0004537127068
770	0.0004537127068
771	0.0004537107995
772	0.0004537236308
773	0.0004537102793
774	0.0004536931421
775	0.0004536861774
776	0.0004536963499
777	0.0004536754847
778	0.0004536754847
779	0.0004536754847
780	0.0004536927664
781	0.0004536672195
782	0.0004536789526
783	0.0004536789526
784	0.0004536691268
785	0.0004536578561
786	0.0004536519607
787	0.0004536450538
788	0.0004536374244
789	0.0004536374244
790	0.0004536395629
791	0.0004536395629
792	0.0004536395629
793	0.0004536395629
794	0.0004536395629
795	0.0004536328005
796	0.0004536328005
797	0.0004536281478
798	0.000453609739
799	0.0004535910701
800	0.0004536160968
801	0.0004536160968
802	0.0004535943068
803	0.0004535943068
804	0.0004535856081
805	0.0004535856081
806	0.0004535856081
807	0.0004535856081
808	0.0004535870531
809	0.0004535753778
810	0.0004535753778
811	0.0004535753778
812	0.0004535802618
813	0.00045356902
814	0.00045356902
815	0.0004535708117
816	0.0004535708117
817	0.0004535585874
818	0.0004535585874
819	0.0004535548883
820	0.0004535548883
821	0.0004535432997
822	0.0004535500043
823	0.0004535500043
824	0.0004535263069
825	0.0004535263069
826	0.0004535263069
827	0.0004535306996
828	0.0004535111059
829	0.0004535171748
830	0.0004535171748
831	0.0004535171748
832	0.0004535159321
833	0.0004535095743
834	0.0004535095743
835	0.0004534977545
836	0.0004535008756
837	0.0004534855012
838	0.0004534760223
839	0.0004534717741
840	0.0004534712828
841	0.0004534579892
842	0.0004534594631
843	0.0004534594631
844	0.0004534493194
845	0.0004534610525
846	0.0004534255643
847	0.0004534107101
848	0.000453421056
849	0.0004534090917
850	0.0004534073
851	0.0004534011733
852	0.0004533894981
853	0.0004533939774
854	0.0004533940352
855	0.0004533783141
856	0.000453369153
857	0.0004533582291
858	0.0004533731989
859	0.0004533497906
860	0.0004533521314
861	0.0004533466694
862	0.0004533326244
863	0.0004533256886
864	0.000453319562
865	0.0004533008064
866	0.0004532950554
867	0.000453304361
868	0.0004533053147
869	0.0004532993614
870	0.0004533006041
871	0.0004532951421
872	0.000453281126
873	0.0004532794499
874	0.0004532863857
875	0.0004532789875
876	0.0004532706067
877	0.0004532701154
878	0.0004532703755
879	0.0004532680058
880	0.0004532623126
881	0.0004532631218
882	0.0004532556947
883	0.0004532661562
884	0.0004532656938
885	0.0004532592204
886	0.0004532484988
887	0.0004532398002
888	0.0004532415919
889	0.0004532534406
890	0.0004532358988
891	0.0004532244258
892	0.0004532216225
893	0.0004532215359
894	0.0004532292808
895	0.0004532178368
896	0.000453209456
897	0.0004532048899
898	0.0004532195996
899	0.0004532123748
900	0.0004532046009
901	0.0004532008729
902	0.0004531881862
903	0.0004532042252
904	0.0004531928967
905	0.0004531999192
906	0.0004531810192
907	0.0004531812503
908	0.0004531924054
909	0.0004531760485
910	0.0004531702398
911	0.0004531885907
912	0.000453177349
913	0.0004531708755
914	0.0004531623503
915	0.0004531553278
916	0.0004531560791
917	0.000453150675
918	0.0004531464846
919	0.0004531420919
920	0.0004531457332
921	0.000453144375
922	0.0004531312547
923	0.0004531353295
924	0.0004531358786
925	0.0004531333933
926	0.0004531275267
927	0.0004531377281
928	0.0004531181923
929	0.0004531347515
930	0.0004531103606
931	0.0004531069505
932	0.0004531083665
933	0.0004531088289
934	0.0004530998702
935	0.0004530937435
936	0.0004530978183
937	0.000453086432
938	0.0004530865476
939	0.0004530818371
940	0.0004530909692
941	0.0004530740054
942	0.0004530814614
943	0.0004530734852
944	0.0004530720113
945	0.0004530696416
946	0.0004530695549
947	0.0004530721269
948	0.000453068081
949	0.0004530505681
950	0.0004530453085
951	0.0004530482851
952	0.0004530473603
953	0.00045304028
954	0.0004530364364
955	0.000453035107
956	0.0004530420428
957	0.0004530357717
958	0.0004530127968
959	0.0004530074216
960	0.0004530113808
961	0.0004530176808
962	0.0004530112074
963	0.0004530092711
964	0.0004530162359
965	0.0004530025087
966	0.0004530136638
967	0.0004530102826
968	0.0004530006303
969	0.0004529988963
970	0.0004529735228
971	0.0004529913536
972	0.0004529829151
973	0.0004529746499
974	0.000452974621
975	0.0004529728581
976	0.0004529701127
977	0.0004529690145
978	0.0004529544493
979	0.0004529708641
980	0.0004529601714
981	0.0004529322547
982	0.0004529484383
983	0.0004529477736
984	0.0004529366474
985	0.0004529380346
986	0.0004529497677
987	0.0004529470511
988	0.000452918412
989	0.0004529282089
990	0.0004529179207
991	0.0004529104069
992	0.0004529137015
993	0.0004529129212
994	0.0004529003789
995	0.0004529071702
996	0.000452908384
997	0.0004528918247
998	0.0004528942523
999	0.0004528942812
